id,order,size,cr,lambda_2,lambda_2_mult,lcr,ucr,lambda_n,lambda_n_mult,edge_orbits,vertex_orbits,group_size,bipartite,regular,1_walk_regular
41069,192,288,False,0.286014,8,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
41071,192,288,False,0.263657,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41073,192,288,False,0.277095,4,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
41075,192,288,False,0.267949,2,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
41077,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41079,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41081,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41083,192,288,False,0.202067,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41085,192,288,False,0.175847,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41087,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41089,192,288,False,0.175847,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41091,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41093,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41095,192,288,False,0.217617,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41097,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41099,192,288,False,0.267949,3,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41101,192,288,False,0.323393,12,False,True,6.0,1,2.0,1.0,192.0,1.0,1.0,False
41103,192,288,False,0.290725,6,False,True,6.0,1,2.0,1.0,768.0,1.0,1.0,False
41105,192,288,False,0.068148,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41107,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41109,192,288,False,0.162756,6,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41111,192,288,False,0.267949,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41113,192,288,False,0.267949,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41115,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41117,192,288,False,0.162887,6,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41119,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41121,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41123,192,288,False,0.199491,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41125,192,288,False,0.175847,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41127,192,288,False,0.168557,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41129,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41131,192,288,False,0.176552,4,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41133,192,288,False,0.267949,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41135,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41137,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41139,192,288,False,0.290725,6,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41141,192,288,False,0.227968,8,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41143,192,288,False,0.267949,2,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41145,192,288,False,0.267949,5,False,True,6.0,1,3.0,1.0,192.0,1.0,1.0,False
41149,192,288,False,0.363595,6,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41151,192,288,False,0.180787,4,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41153,192,288,False,0.318669,4,False,True,5.732051,6,3.0,1.0,192.0,0.0,1.0,False
41155,192,288,False,0.090687,2,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
41157,192,288,False,0.354249,2,False,True,6.0,1,2.0,1.0,384.0,1.0,1.0,False
50964,192,384,True,1.066478,16,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
50965,192,384,True,0.904426,8,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
50966,192,384,True,0.535898,2,True,True,8.0,1,1.0,1.0,768.0,1.0,1.0,True
51344,192,576,False,1.759338,2,False,True,12.0,1,4.0,2.0,192.0,1.0,1.0,False
41159,194,291,False,0.125929,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41161,194,291,False,0.101227,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41163,194,291,False,0.009782,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41165,194,291,False,0.004194,2,False,True,6.0,1,2.0,1.0,388.0,1.0,1.0,False
41167,194,291,False,0.026515,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41169,194,291,False,0.029299,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41171,194,291,False,0.092974,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41173,194,291,False,0.054298,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41175,194,291,False,0.0432,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41177,194,291,False,0.08471,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41179,194,291,False,0.068141,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41181,194,291,False,0.07919,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41183,194,291,False,0.059838,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41185,194,291,False,0.018154,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41187,194,291,False,0.109473,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41189,194,291,False,0.051526,2,False,True,6.0,1,3.0,1.0,194.0,1.0,1.0,False
41191,194,291,True,0.134131,6,True,True,6.0,1,1.0,1.0,582.0,1.0,1.0,True
41199,196,294,False,0.083002,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41201,196,294,False,0.066764,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41203,196,294,False,0.103234,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41205,196,294,False,0.066764,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41207,196,294,False,0.038243,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41209,196,294,False,0.103234,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41211,196,294,False,0.070828,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41213,196,294,False,0.042326,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41215,196,294,False,0.009584,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41217,196,294,False,0.038243,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41219,196,294,False,0.004109,2,False,True,6.0,1,2.0,1.0,392.0,1.0,1.0,False
41221,196,294,False,0.107271,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41223,196,294,False,0.066765,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41225,196,294,False,0.113992,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41227,196,294,False,0.070828,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41229,196,294,False,0.113992,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41231,196,294,False,0.099189,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41233,196,294,False,0.0532,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41235,196,294,False,0.01642,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41237,196,294,False,0.058629,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41239,196,294,False,0.028705,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41241,196,294,False,0.077592,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41243,196,294,False,0.091101,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41245,196,294,False,0.025977,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41247,196,294,False,0.005478,2,False,True,6.0,1,2.0,1.0,5.5169095435e+16,1.0,1.0,False
41249,196,294,False,0.017786,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41251,196,294,False,0.066764,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41253,196,294,False,0.050484,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41257,196,294,False,0.198062,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41259,196,294,False,0.11046,4,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41261,196,294,False,0.066764,2,False,True,6.0,1,2.0,1.0,392.0,1.0,1.0,False
41263,196,294,False,0.198062,2,False,True,6.0,1,3.0,1.0,196.0,1.0,1.0,False
41265,196,294,False,0.198062,4,False,True,6.0,1,2.0,1.0,784.0,1.0,1.0,False
41269,198,297,False,0.120934,4,False,True,6.0,1,2.0,1.0,396.0,1.0,1.0,False
41271,198,297,False,0.107767,2,False,True,6.0,1,2.0,1.0,396.0,1.0,1.0,False
41273,198,297,False,0.105134,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41275,198,297,False,0.06543,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41277,198,297,False,0.083992,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41279,198,297,False,0.036143,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41281,198,297,False,0.083992,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41283,198,297,False,0.02813,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41285,198,297,False,0.107767,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41287,198,297,False,0.107767,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41289,198,297,False,0.052136,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41291,198,297,False,0.089284,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41293,198,297,False,0.076043,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41295,198,297,False,0.009391,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41297,198,297,False,0.017429,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41299,198,297,False,0.012072,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41301,198,297,False,0.107767,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41303,198,297,False,0.025456,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41305,198,297,False,0.081345,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41307,198,297,False,0.004027,2,False,True,6.0,1,2.0,1.0,396.0,1.0,1.0,False
41309,198,297,False,0.041478,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41311,198,297,False,0.049473,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41313,198,297,False,0.097212,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41315,198,297,False,0.057456,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41317,198,297,False,0.107767,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
41323,198,297,False,0.036143,2,False,True,6.0,1,2.0,1.0,396.0,1.0,1.0,False
41325,198,297,False,0.012072,2,False,True,6.0,1,2.0,1.0,396.0,1.0,1.0,False
41327,198,297,False,0.083992,2,False,True,6.0,1,3.0,1.0,198.0,1.0,1.0,False
1163,200,2200,True,14.0,22,True,True,44.0,1,1.0,1.0,177408000.0,1.0,1.0,True
41331,200,300,False,0.005261,2,False,True,6.0,1,2.0,1.0,1.1258999068e+17,1.0,1.0,False
41333,200,300,False,0.015771,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41335,200,300,False,0.040656,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41337,200,300,False,0.021018,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41339,200,300,False,0.017083,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41341,200,300,False,0.064135,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41343,200,300,False,0.068039,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41345,200,300,False,0.024951,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41347,200,300,False,0.10306,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41349,200,300,False,0.079737,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41351,200,300,False,0.056319,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41353,200,300,False,0.118552,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41355,200,300,False,0.032808,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41357,200,300,False,0.062834,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41359,200,300,False,0.062834,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41361,200,300,False,0.015771,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41363,200,300,False,0.095293,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41365,200,300,False,0.051102,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41367,200,300,False,0.097887,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41369,200,300,False,0.048493,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41371,200,300,False,0.032808,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41373,200,300,False,0.074539,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41375,200,300,False,0.08752,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41377,200,300,False,0.009205,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41379,200,300,False,0.021018,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41381,200,300,False,0.097887,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41383,200,300,False,0.027571,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41385,200,300,False,0.121138,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41387,200,300,False,0.036733,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41389,200,300,False,0.10952,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41391,200,300,False,0.003947,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41393,200,300,False,0.099181,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41395,200,300,False,0.097088,4,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
41397,200,300,False,0.099181,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41399,200,300,False,0.068039,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41401,200,300,False,0.10952,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41403,200,300,False,0.036733,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41405,200,300,True,0.130145,6,True,True,6.0,1,1.0,1.0,1200.0,1.0,1.0,True
41407,200,300,False,0.097887,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41409,200,300,False,0.203458,4,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41411,200,300,False,0.293547,4,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41413,200,300,False,0.032808,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41415,200,300,False,0.172909,4,False,True,6.0,1,2.0,1.0,800.0,1.0,1.0,False
41417,200,300,False,0.225884,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41419,200,300,False,0.203458,4,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41421,200,300,False,0.097887,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41425,200,300,False,0.318899,8,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
41427,200,300,False,0.130145,2,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
41429,200,300,False,0.097887,4,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41437,200,300,False,0.097887,2,False,True,6.0,1,2.0,1.0,200.0,1.0,1.0,False
41439,200,300,False,0.097887,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41441,200,300,False,0.097887,2,False,True,6.0,1,3.0,1.0,200.0,1.0,1.0,False
41443,200,300,False,0.021018,2,False,True,6.0,1,2.0,1.0,1677721600.0,1.0,1.0,False
41445,200,300,False,0.032808,2,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41447,200,300,False,0.192488,4,False,True,6.0,1,2.0,1.0,400.0,1.0,1.0,False
41449,200,300,False,0.340634,8,False,True,6.0,1,2.0,1.0,800.0,1.0,1.0,False
41451,202,303,False,0.003869,2,False,True,6.0,1,2.0,1.0,404.0,1.0,1.0,False
41453,202,303,False,0.062878,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41455,202,303,False,0.116247,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41457,202,303,False,0.09343,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41459,202,303,False,0.0501,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41461,202,303,False,0.116239,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41463,202,303,False,0.055214,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41465,202,303,False,0.016747,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41467,202,303,False,0.085808,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41469,202,303,False,0.039857,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41471,202,303,False,0.101046,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41473,202,303,False,0.027029,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41475,202,303,False,0.009023,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41477,202,303,False,0.047541,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41479,202,303,False,0.02446,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41481,202,303,False,0.07308,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41483,202,303,False,0.078176,2,False,True,6.0,1,3.0,1.0,202.0,1.0,1.0,False
41493,204,306,False,0.034054,2,False,True,6.0,1,2.0,1.0,408.0,1.0,1.0,False
41495,204,306,False,0.299768,4,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41497,204,306,False,0.034054,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41499,204,306,False,0.234275,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41501,204,306,False,0.310309,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41503,204,306,False,0.146161,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41505,204,306,False,0.079157,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41507,204,306,False,0.011373,2,False,True,6.0,1,2.0,1.0,408.0,1.0,1.0,False
41509,204,306,False,0.045361,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41511,204,306,False,0.034054,2,False,True,6.0,1,2.0,1.0,408.0,1.0,1.0,False
41513,204,306,False,0.212412,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41515,204,306,False,0.135056,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41521,204,306,False,0.049126,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41523,204,306,False,0.071662,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41525,204,306,False,0.054142,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41527,204,306,False,0.045361,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41529,204,306,False,0.099091,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41531,204,306,False,0.003793,2,False,True,6.0,1,2.0,1.0,408.0,1.0,1.0,False
41533,204,306,False,0.105305,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41535,204,306,False,0.079157,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41537,204,306,False,0.008847,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41539,204,306,False,0.09536,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41541,204,306,False,0.045361,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41543,204,306,False,0.084146,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41545,204,306,False,0.09536,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41547,204,306,False,0.079157,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41549,204,306,False,0.046617,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41551,204,306,False,0.034054,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41553,204,306,False,0.114001,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41555,204,306,False,0.035311,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41557,204,306,False,0.105305,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41559,204,306,False,0.076661,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41561,204,306,False,0.035311,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41563,204,306,False,0.079157,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41565,204,306,False,0.045361,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41567,204,306,False,0.026503,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41569,204,306,False,0.023984,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41571,204,306,False,0.015159,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41573,204,306,False,0.065411,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41575,204,306,False,0.061658,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41577,204,306,False,0.01642,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41579,204,306,False,0.005057,2,False,True,6.0,1,2.0,1.0,2.29683581e+17,1.0,1.0,False
41581,204,306,False,0.113993,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41583,204,306,False,0.039082,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41585,204,306,False,0.065411,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41587,204,306,False,0.091622,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41589,204,306,False,0.011373,2,False,True,6.0,1,3.0,1.0,204.0,1.0,1.0,False
41591,204,306,True,0.438447,9,True,True,6.0,1,1.0,1.0,4896.0,1.0,1.0,True
41593,204,306,False,0.329237,8,False,True,6.0,1,2.0,1.0,408.0,1.0,1.0,False
50967,204,408,True,1.120615,16,True,True,8.0,1,1.0,1.0,4896.0,1.0,1.0,True
41595,206,309,False,0.04572,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41597,206,309,False,0.025992,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41599,206,309,False,0.111812,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41601,206,309,False,0.111819,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41603,206,309,False,0.097192,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41605,206,309,False,0.0531,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41607,206,309,False,0.023521,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41609,206,309,False,0.048181,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41611,206,309,False,0.038329,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41613,206,309,False,0.082531,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41615,206,309,False,0.089865,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41617,206,309,False,0.070286,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41619,206,309,False,0.00372,2,False,True,6.0,1,2.0,1.0,412.0,1.0,1.0,False
41621,206,309,True,0.126398,6,True,True,6.0,1,1.0,1.0,618.0,1.0,1.0,True
41623,206,309,False,0.060472,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41625,206,309,False,0.008677,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41627,206,309,False,0.016104,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
41629,206,309,False,0.075189,2,False,True,6.0,1,3.0,1.0,206.0,1.0,1.0,False
1271,208,1248,True,8.0,78,True,True,16.0,65,1.0,1.0,249600.0,0.0,1.0,True
41635,208,312,False,0.058116,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41637,208,312,False,0.019435,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41639,208,312,False,0.058116,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41641,208,312,False,0.019435,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41643,208,312,False,0.014582,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41645,208,312,False,0.004865,2,False,True,6.0,1,2.0,1.0,4.6837436125e+17,1.0,1.0,False
41647,208,312,False,0.023072,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41649,208,312,False,0.047262,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41651,208,312,False,0.03397,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41653,208,312,False,0.095347,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41655,208,312,False,0.052088,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41657,208,312,False,0.088158,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41659,208,312,False,0.073759,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41661,208,312,False,0.003649,2,False,True,6.0,1,2.0,1.0,416.0,1.0,1.0,False
41663,208,312,False,0.112085,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41665,208,312,False,0.059321,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41667,208,312,False,0.068949,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41669,208,312,False,0.07736,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41671,208,312,False,0.07736,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
41673,208,312,False,0.008511,2,False,True,6.0,1,3.0,1.0,208.0,1.0,1.0,False
